actor,movie_or_TV_name
Kana Hanazawa,Campione!
Kana Hanazawa,Good Luck Girl!
Kana Hanazawa,Hyperdimension Neptunia Victory
Kana Hanazawa,Danganronpa 2: Goodbye Despair
Kana Hanazawa,Phantasy Star Online 2
Kana Hanazawa,Bodacious Space Pirates
Kana Hanazawa,Aquarion EVOL
Kana Hanazawa,Persona 4 Golden
Kana Hanazawa,Liberation Maiden
Kana Hanazawa,Sengoku Collection
Kana Hanazawa,Zetman
Kana Hanazawa,Inu x Boku SS
Kana Hanazawa,Black Rock Shooter
Kana Hanazawa,Guilty Crown
Kana Hanazawa,Nagareboshi Lens
Kana Hanazawa,Mejaa
Kana Hanazawa,Nisemonogatari
Kana Hanazawa,Carnival Phantasm
Kana Hanazawa,Fate/prototype
Kana Hanazawa,Morita-san is Taciturn
Kana Hanazawa,Infinite Stratos Encore: Sextet of Burning Love
Kana Hanazawa,Final Fantasy Type-0
Kana Hanazawa,Ao no ekusoshisuto: Kuro no iede
Kana Hanazawa,Mobile Suit Gundam AGE
Kana Hanazawa,Blue Exorcist
Kana Hanazawa,Mayo chiki!
Kana Hanazawa,Ro-Kyu-Bu!
Kana Hanazawa,The Mystic Archives of Dantalian
Kana Hanazawa,Baby Princess 2D Paradaisu 0
Kana Hanazawa,Deadman Wonderland
Kana Hanazawa,The Qwaser of Stigmata II
Kana Hanazawa,Cat Planet Cuties
Kana Hanazawa,Moshi koukou yakyuu no joshi manêjâ ga Dorakkâ no 'Manejimento' wo yondara
Kana Hanazawa,Hen zemi
Kana Hanazawa,Broken Blade: Enclave of Lamentations
Kana Hanazawa,Miss Morita Is Taciturn
Kana Hanazawa,Morita-san wa Mukuchi
Kana Hanazawa,Rune Factory: Tides of Destiny
Kana Hanazawa,Durarara!!
Kana Hanazawa,.hack//Quantum: The Worldend Pallbearer
Kana Hanazawa,Broken Blade: Edge of the Line of Death
Kana Hanazawa,Fractale
Kana Hanazawa,Freezing
Kana Hanazawa,Koutetsu no vendetta
Kana Hanazawa,.hack//Quantum: Wired Prisoner
Kana Hanazawa,Bungaku Shoujo Memoir III - Koi Suru Otome no Rhapsody
Kana Hanazawa,Angel Beats!
Kana Hanazawa,Tales of Graces f
Kana Hanazawa,.hack//Quantum: Walking Party
Kana Hanazawa,Megane na Kanojo
Kana Hanazawa,Motto to Love Ru
Kana Hanazawa,Break Blade: The Earth of Calamity
Kana Hanazawa,Bungaku Shoujo Memoir II -Sora-Mau Tenshi no Requiem-
Kana Hanazawa,Princess Jellyfish
Kana Hanazawa,Amagami SS
Kana Hanazawa,Otome youkai Zakuro
Kana Hanazawa,Occult Academy
Kana Hanazawa,Sekirei
Kana Hanazawa,Broken Blade: Scars from an Assassin's Blade
Kana Hanazawa,Maid Sama!
Kana Hanazawa,Black Rock Shooter
Kana Hanazawa,Hen Semi
Kana Hanazawa,Watashi no yasashikunai senpai
Kana Hanazawa,Bungaku Shoujo Memoir I -Yume-Miru Shoujo no Prelude
Kana Hanazawa,Broken Blade: The Split Path
Kana Hanazawa,B Gata H Kei: Yamada's First Time
Kana Hanazawa,Broken Blade: The Time of Awakening
Kana Hanazawa,Book Girl
Kana Hanazawa,Chaos Rings
Kana Hanazawa,Kobato.
Kana Hanazawa,The Qwaser of Stigmata
Kana Hanazawa,Lufia: Curse of the Sinistrals
Kana Hanazawa,Bakemonogatari
Kana Hanazawa,Bungaku Shôjo - Kyô no Oyatsu Hatsukoi
Kana Hanazawa,King of Thorn
Kana Hanazawa,Steins;Gate
Kana Hanazawa,Pandora Hearts
Kana Hanazawa,To LOVE-Ru
Kana Hanazawa,Cencoroll
Kana Hanazawa,(PW) Project Witch
Kana Hanazawa,Basquash!
Kana Hanazawa,Kannagi: Crazy Shrine Maidens
Kana Hanazawa,Samurai Harem
Kana Hanazawa,Tower of Druaga Part 2: The Sword of Uruk
Kana Hanazawa,Gunslinger Girl: Il Teatrino
Kana Hanazawa,Blassreiter
Kana Hanazawa,Someday's Dreamers II: Sora
Kana Hanazawa,Sketchbook: Full Colors
Kana Hanazawa,When They Cry: Kai
Kana Hanazawa,Potemayo
Kana Hanazawa,Mushiuta
Kana Hanazawa,Zegapain
Kana Hanazawa,Last Exile
Kana Hanazawa,Atelier Viorate: The Alchemist of Gramnad 2
Kana Hanazawa,Atelier Judie: The Alchemist of Gramnad
Kana Hanazawa,School Teachers
Kana Hanazawa,You're Under Arrest!
Kana Hanazawa,"The Fruit of Evolution: Before I Knew It, My Life Had It Made"
Kana Hanazawa,The Quintessential Quintuplets
Kana Hanazawa,If Her Flag Breaks
Kana Hanazawa,Infinite Stratos
Kana Hanazawa,Dragonar Academy
Kana Hanazawa,Haganai: I Don't Have Many Friends
Kana Hanazawa,Sekirei
Kana Hanazawa,TFW NO GF
Kana Hanazawa,The Quintessential Quintuplets
Kana Hanazawa,A Place Further Than the Universe
Kana Hanazawa,Gabriel DropOut
Kana Hanazawa,March Comes in Like a Lion
Kana Hanazawa,Girls Beyond the Wasteland
Kana Hanazawa,Nisekoi
Kana Hanazawa,Teekyu
Kana Hanazawa,Tonari no Seki-kun: The Master of Killing Time
Kana Hanazawa,Ore no imouto ga konna ni kawaii wake ga nai
Kana Hanazawa,From the New World
Kana Hanazawa,Polar Bear's Café
Kana Hanazawa,Haganai: I Don't Have Many Friends
Kana Hanazawa,Cat Planet Cuties
Kana Hanazawa,Hen zemi
Kana Hanazawa,Hen Semi
Kana Hanazawa,Angel Beats!
Kana Hanazawa,B Gata H Kei: Yamada's First Time
Kana Hanazawa,Bakemonogatari
Kana Hanazawa,Sekirei
Kana Hanazawa,Sketchbook: Full Colors
Kana Hanazawa,Songs of Tokyo Festival 2021
Kana Hanazawa,Monster Strike: Rain of Memories
Kana Hanazawa,Songs of Tokyo
